revision,effective_date,change,ch99_code,authority,rate_pct,description
rev_18,2025-08-07,added,9903.02.50,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Norway, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.51,other,19,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Pakistan, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.52,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Papua New Guinea, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.53,other,19,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of the Philippines, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.54,other,35,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Serbia, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.55,other,30,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of South Africa, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.56,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of South Korea, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.57,other,20,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Sri Lanka, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.58,other,39,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Switzerland, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.59,other,41,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Syria, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.60,other,20,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Taiwan, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.61,other,19,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Thailand, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.62,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Trinidad and Tobago, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.63,other,25,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Tunisia, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.64,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Turkey, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.65,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Uganda, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.66,other,10,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of United Kingdom, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.67,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Vanuatu, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.68,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Venezuela, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.69,other,20,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Vietnam, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.70,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Zambia, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,added,9903.02.71,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34 and 9903.02.01, articles the product of Zimbabwe, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_18,2025-08-07,unsuspended,9903.01.43,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.44,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.45,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.46,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.47,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.48,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.49,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.50,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.51,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.52,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.53,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.54,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.55,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.56,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.57,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.58,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.59,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.60,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.61,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.62,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.64,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.65,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.66,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.67,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.68,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.69,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.70,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.71,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.72,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.73,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.74,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.75,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_18,2025-08-07,unsuspended,9903.01.76,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_20,2025-08-20,added,9903.01.84,other,25,"Except for products described in headings 9903.01.85-9903.01.89, articles the product of India that are entered for consumption, or withdrawn from warehouse for consumption, after 12:01 a.m. eastern daylight time on August 27, 2025, as provided for in subdivision (z) of U.S. note 2 to this subchapter"
rev_20,2025-08-20,added,9903.01.85,other,NA,"Articles the product of India that (1) were loaded onto a vessel at the port of loading and in transit on the final mode of transit prior to entry into the United States, before 12:01 a.m. eastern daylight time on August 27, 2025; and (2) are entered for consumption, or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on September 17, 2025"
rev_20,2025-08-20,added,9903.01.86,other,NA,"Articles the product of India, classified in the subheadings enumerated in subdivision (v)(iii) of U.S. note 2 to this subchapter"
rev_20,2025-08-20,added,9903.01.87,other,NA,"Articles of iron or steel, derivative articles of iron or steel, articles of aluminum, derivative articles of aluminum, passenger vehicles (sedans, sport utility vehicles, crossover utility vehicles, minivans, and cargo vans) and light trucks and parts of passenger vehicles (sedans, sport utility vehicles, crossover utility vehicles, minivans, and cargo vans) and light trucks, and semi-finished copper and intensive copper derivative products, of India, as provided in subdivision (z)(iii) through (z)(ix) of note 2 to this subchapter"
rev_20,2025-08-20,added,9903.01.88,other,NA,"Articles the product of India that are donations, by persons subject to the jurisdiction of the United States, such as food, clothing, and medicine, intended to be used to relieve human suffering, as provided for in subdivision (z)(x) of U.S. note 2 to this subchapter"
rev_20,2025-08-20,added,9903.01.89,other,NA,"Articles the product of India that are informational materials, including but not limited to, publications, films, posters, phonograph records, photographs, microfilms, microfiche, tapes, compact disks, CD ROMs, artworks, and news wire feeds"
rev_23,2025-09-12,added,9903.02.72,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34, 9903.02.01, and 9903.96.02, articles the product of Japan, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_23,2025-09-12,added,9903.02.73,other,15,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on August 7, 2025, and entered for consumption or withdrawn from warehouse for consumption before 12:01 a.m. eastern daylight time on October 5, 2025, except for products described in headings 9903.01.30-9903.01.33, and except as provided for in headings 9903.01.34, 9903.02.01, and 9903.96.02, articles the product of Japan, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent, as provided for in subdivision (v) of U.S. note 2 to this subchapter"
rev_23,2025-09-12,added,9903.94.40,section_232,NA,"Passenger vehicles and light trucks that are products of Japan as provided for in subdivision (k) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent as provided for in subdivision (m) of U.S. note 33 to this subchapter"
rev_23,2025-09-12,added,9903.94.41,section_232,15,"Passenger vehicles and light trucks that are products of Japan provided for in subdivision (k) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent as provided for in subdivision (m) of U.S. note 33 to this subchapter."
rev_23,2025-09-12,added,9903.94.42,section_232,NA,"Parts of passenger vehicles and light trucks that are products of Japan as provided for subdivision (l) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent as provided for in subdivision (m) of U.S. note 33 to this subchapter."
rev_23,2025-09-12,added,9903.94.43,section_232,15,"Parts of passenger vehicles and light trucks that are products of Japan as provided for in subdivision (l) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent as provided for in subdivision (m) of U.S. note 33 to this subchapter."
rev_23,2025-09-12,added,9903.96.02,ieepa_reciprocal,NA,"Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their parts and components of Japan, excluding unmanned aircraft, classified in the subheadings enumerated in subdivision (b) of U.S. note 35 to this subchapter."
rev_24,2025-09-19,added,9903.02.74,other,NA,"Articles the product of the European Union, as provided for in subdivision (v)(xvi) of U.S. note 2 to this subchapter"
rev_24,2025-09-19,added,9903.02.75,other,NA,"Articles the product of the European Union, as provided for in subdivision (v)(xvii) of U.S. note 2 to this subchapter"
rev_24,2025-09-19,added,9903.02.76,other,NA,"Articles of civil aircraft (all aircraft other than military aircraft); their engines, parts, and components; their other parts, components, and subassemblies; and ground flight simulators and their parts and components of the European Union, excluding unmanned aircraft, provided for in subdivision (v)(xviii) of U.S. note 2 to this subchapter"
rev_24,2025-09-19,added,9903.02.77,other,NA,"Articles the product of the European Union that are non-patented articles for use in pharmaceutical applications, provided for in subdivision (v)(xix) of U.S. note 2 to this subchapter"
rev_24,2025-09-19,added,9903.94.50,section_232,NA,"Passenger vehicles and light trucks that are products of the European Union as specified in subdivision (n) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1 equal to or greater than 15 percent."
rev_24,2025-09-19,added,9903.94.51,section_232,15,"Passenger vehicles and light trucks that are products of the European Union as specified in subdivision (n) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1 less than 15 percent"
rev_24,2025-09-19,added,9903.94.52,section_232,NA,"Parts of passenger vehicles and light trucks that are products of the European Union as specified in subdivision (o) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column 1 equal to or greater than 15 percent."
rev_24,2025-09-19,added,9903.94.53,section_232,15,"Parts of passenger vehicles and light trucks that are products of the European Union as specified in subdivision (o) of U.S. note 33 to this subchapter, with an ad valorem (or ad valorem equivalent as provided for in subdivision (m) of U.S. note 33 to this subchapter) rate of duty under column1 less than 15 percent."
rev_25,2025-09-26,added,9903.76.01,other,10,Softwood timber and lumber products provided for in subdivision (b) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.02,other,25,Upholstered wooden furniture products provided for in subdivision (d) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.03,other,25,Completed kitchen cabinets and vanities and parts of kitchen cabinets and vanities provided for in subdivision (f) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.04,other,NA,Articles as provided for in subdivision (g) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.20,other,10,Wood products of the United Kingdom as provided for in subdivisions (d) and (f) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.21,other,15,Wood products of Japan as provided for in subdivisions (d) and (f) of U.S. note 37 of this subchapter
rev_25,2025-09-26,added,9903.76.22,other,15,Wood products of the European Union as provided for in subdivisions (d) and (f) of U.S. note 37 of this subchapter
rev_26,2025-10-06,added,9903.74.01,other,25,Medium- and heavy-duty vehicles as provided for in subdivision (b) of U.S. note 38 to this subchapter.
rev_26,2025-10-06,added,9903.74.02,other,10,Buses and other vehicles classified in HTSUS heading 8702 as provided for in subdivision (c) of U.S. note 38 to this subchapter.
rev_26,2025-10-06,added,9903.74.03,other,NA,"Medium- and heavy-duty vehicles, as provided for in subdivision (d) of U.S. note 38 to this subchapter."
rev_26,2025-10-06,added,9903.74.05,other,NA,Articles as provided for in subdivision (e) of U.S. note 38 to this subchapter.
rev_26,2025-10-06,added,9903.74.06,other,NA,Articles as provided for in subdivision (f) of U.S. note 38 to this subchapter.
rev_26,2025-10-06,added,9903.74.07,other,NA,"Medium- and heavy-duty vehicles, as provided for in subdivision (g) of U.S. note 38 to this subchapter."
rev_26,2025-10-06,added,9903.74.08,other,25,"Medium- and heavy-duty vehicle parts, as provided for in subdivision (i) of U.S. note 38 to this subchapter."
rev_26,2025-10-06,added,9903.74.09,other,25,"Medium- and heavy-duty vehicle parts, as provided for in subdivision (j) of U.S. note 38 to this subchapter."
rev_26,2025-10-06,added,9903.74.10,other,NA,Articles as provided for in subdivision (k) of U.S. note 38 to this subchapter
rev_26,2025-10-06,added,9903.74.11,other,NA,Articles as provided for in subdivision (l) of U.S. note 38 to this subchapter.
rev_26,2025-10-06,added,9903.94.07,section_232,25,"Except as provided for in headings 9903.94.33, 9903.94.44, 9903.94.45, 9903.94.54 and 9903.94.55, automobile parts as provided for in subdivision (p) of U.S. note 33 to this subchapter."
rev_26,2025-10-06,added,9903.94.33,section_232,10,Automobile parts the product of the United Kingdom as provided for in subdivision (q) of U.S. note 33 to this subchapter.
rev_26,2025-10-06,added,9903.94.44,section_232,NA,"Automobile parts the product of the European Union with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent, as provided for in subdivision (r) of U.S. note 33 to this subchapter."
rev_26,2025-10-06,added,9903.94.45,section_232,15,"Automobile parts the product of the European Union with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent, as provided for in subdivision (r) of U.S. note 33 to this subchapter."
rev_26,2025-10-06,added,9903.94.54,section_232,NA,"Automobile parts the product of Japan with an ad valorem (or ad valorem equivalent) rate of duty under column 1 equal to or greater than 15 percent, as provided for in subdivision (r) of U.S. note 33 to this subchapter."
rev_26,2025-10-06,added,9903.94.55,section_232,15,"Automobile parts the product of Japan with an ad valorem (or ad valorem equivalent) rate of duty under column 1 less than 15 percent, as provided for in subdivision (r) of U.S. note 33 to this subchapter."
rev_27,2025-10-15,added,9903.91.12,section_301,100,"Effective with respect to entries, on or after November 9, 2025, of intermodal chassis, subassemblies thereof, and parts thereof (provided for in statistical reporting number 8716.39.0090, or in subheadings 8716.90.30 or 8716.90.50), articles the product of China, as provided for in subdivision (k)(i) of U.S. note 31 to this subchapter, except as provided in heading 9903.91.13."
rev_27,2025-10-15,added,9903.91.13,section_301,NA,"Effective with respect to entries, on or after November 9, 2025, of articles the product of China, as provided for in subdivision (k)(ii) of U.S. note 31 to this subchapter (provided for in statistical reporting number 8716.39.0090, or subheadings 8716.90.30 or 8716.90.50), except as provided in heading 9903.91.12."
rev_27,2025-10-15,added,9903.91.14,section_301,100,"Effective with respect to entries, on or after November 9, 2025, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers from vessels with coupling devices for containers, including spreaders or twist-locks (provided for in subheading 8426.19.00), as provided for in subdivision (l) of U.S. note 31 to this subchapter, except as provided in headings 9903.91.09, 9903.91.15 or 9903.91.16."
rev_27,2025-10-15,added,9903.91.15,section_301,NA,"Notwithstanding heading 9903.91.14, effective with respect to entries, on or after November 9, 2025, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers from vessels with coupling devices for containers, including spreaders or twist-locks (provided for in subheading 8426.19.00), attested by the importer that the ship-to-shore gantry cranes: (1) are not products of China; (2) are not manufactured, assembled, or made using components, assemblies or subassemblies that are products of China, as specified in subdivision (l)(ii) of note 31 to this subchapter; and (3) are not manufactured by a company or other entity that is owned or controlled by a Chinese person or legal entity, as specified by subdivision (l)(v) of note 31 to this subchapter."
